time,Δt,t,DATE,DOY,DOYP,TMAX,TMIN,TMN,PAR,SWFAC,EMP1,EMP2,Fc,sla,INTOT,LAI0,Lfmax,N0,nb,p1,PD,rm,tb,W0,Wc0,Wr0,PT,RUE,Pg,ROWSPC,Y1,P,VP,RP,FL,dN,N,di,INT,__Plant__a,dLAI1,dLAI2,dLAI,LAI,E,dW,W,Wc,Wr,Wf,endsim,SRAD,RAIN,IRR,CN,DP,DRNp,WPp,FCp,STp,SWC0,WP,FC,ST,S,POTINF,ROF,INF,THE,TRAIN,TIRR,TESa,TEPa,TROF,TDRN,TINF,DRN,αs,αc,ALB,Tmed,EEQ,f,ETp,ESp,EPp,__SoilWater__a,ESa,EPa,dSWC,dROF_extra,dSWC_ADJ,SWC_ADJ,SWC,ΔSWC,Fi,Fo,WATBAL,CHECK,SWFAC1,WTABLE,DWT,STRESS_DEPTH,SWFAC2
240.0 hr,24.0 hr,10.0 d,1987-01-11,11 d,121 d,19.4 °C,2.8 °C,11.100000000000023 °C,6.75 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.7110937499999999,2.1 g MJ⁻¹,0.01788546198455178 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.0894273099227589 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,13.5 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,43.19999999999999 mm,0.0 mm,18.328248400468098 mm,0.16754824875515167 mm,0.0 mm,15.287544528979723 mm,43.19999999999999 mm,0.9416658821797 mm d⁻¹,0.1,0.2,0.1009058720309957,12.759999999999991 °C,2.5025539454012313 mm d⁻¹,1.1,2.7528093399413547 mm d⁻¹,2.727872410064189 mm d⁻¹,0.024936929877165837 mm d⁻¹,1.0,2.727872410064189 mm d⁻¹,0.024936929877165837 mm d⁻¹,-3.6944752221210546 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,255.91665882179703 mm,-9.416658821797029 mm,43.19999999999999 mm,33.783341178202974 mm,-1.4210854715202004e-14 mm,43.19999999999999 mm,1.0,85.60598928906366 mm,1364.3940107109363 mm,250.0 mm,1.0
264.0 hr,24.0 hr,11.0 d,1987-01-12,12 d,121 d,15.0 °C,-2.2 °C,6.399999999999977 °C,7.05 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.4147749999999999,2.1 g MJ⁻¹,0.010896103432156318 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.05448051716078159 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,14.1 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,43.19999999999999 mm,0.0 mm,21.056120810532285 mm,0.1924851786323175 mm,0.0 mm,16.22921041115942 mm,43.19999999999999 mm,0.5722183599675958 mm d⁻¹,0.1,0.2,0.1009058720309957,8.120000000000005 °C,2.3233587246194154 mm d⁻¹,1.1,2.555694597081357 mm d⁻¹,2.532543274528729 mm d⁻¹,0.023151322552628043 mm d⁻¹,1.0,2.532543274528729 mm d⁻¹,0.023151322552628043 mm d⁻¹,-3.1279129570489532 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,252.222183599676 mm,-5.722183599675986 mm,43.19999999999999 mm,37.47781640032402 mm,-2.1316282072803006e-14 mm,43.19999999999999 mm,1.0,52.01985090614508 mm,1397.9801490938548 mm,250.0 mm,1.0
288.0 hr,24.0 hr,12.0 d,1987-01-13,13 d,121 d,20.6 °C,3.9 °C,12.25 °C,6.65 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.7707984375,2.1 g MJ⁻¹,0.0190999398297345 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.0954996991486725 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,13.3 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,43.19999999999999 mm,0.0 mm,23.588664085061012 mm,0.21563650118494554 mm,0.0 mm,16.801428771127018 mm,43.19999999999999 mm,0.25942706426270096 mm d⁻¹,0.1,0.2,0.1009058720309957,13.920000000000016 °C,2.5339646019175857 mm d⁻¹,1.1,2.7873610621093445 mm d⁻¹,2.7621111378448315 mm d⁻¹,0.025249924264512995 mm d⁻¹,1.0,2.7621111378448315 mm d⁻¹,0.025249924264512995 mm d⁻¹,-3.0467881263720455 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,249.09427064262704 mm,-2.5942706426270377 mm,43.19999999999999 mm,40.60572935737298 mm,-2.842170943040401e-14 mm,43.19999999999999 mm,1.0,23.58427856933645 mm,1426.4157214306633 mm,250.0 mm,1.0
312.0 hr,24.0 hr,13.0 d,1987-01-14,14 d,121 d,23.3 °C,2.8 °C,13.050000000000011 °C,6.05 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.8469234375,2.1 g MJ⁻¹,0.019092774990254954 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.09546387495127477 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,12.1 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,43.19999999999999 mm,0.0 mm,26.350775222905845 mm,0.24088642544945854 mm,0.0 mm,17.06085583538972 mm,43.19999999999999 mm,0.0 mm d⁻¹,0.1,0.2,0.1009058720309957,15.100000000000023 °C,2.368716849023613 mm d⁻¹,1.1,2.605588533925974 mm d⁻¹,2.581985236154308 mm d⁻¹,0.02360329777166608 mm d⁻¹,0.9971628997884324,2.57465988529455 mm d⁻¹,0.02360329777166608 mm d⁻¹,-2.598263183066216 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,246.047482516255 mm,0.4525174837449981 mm,43.19999999999999 mm,43.65251748374503 mm,-4.263256414560601e-14 mm,43.19999999999999 mm,1.0,0.0 mm,1450.0 mm,250.0 mm,1.0
336.0 hr,24.0 hr,14.0 d,1987-01-15,15 d,121 d,26.1 °C,11.1 °C,18.600000000000023 °C,4.05 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.96669375,2.1 g MJ⁻¹,0.014588594808767877 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.07294297404383938 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,8.1 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,43.19999999999999 mm,0.0 mm,28.925435108200396 mm,0.26448972322112463 mm,0.0 mm,17.06085583538972 mm,43.19999999999999 mm,0.0 mm d⁻¹,0.1,0.2,0.1009058720309957,20.100000000000023 °C,1.7654511310229961 mm d⁻¹,1.1,1.9419962441252958 mm d⁻¹,1.9244042433067778 mm d⁻¹,0.01759200081851786 mm d⁻¹,0.980872848483942,1.8875958717669041 mm d⁻¹,0.01759200081851786 mm d⁻¹,-1.9051878725854219 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,243.44921933318878 mm,3.050780666811221 mm,43.19999999999999 mm,46.25078066681124 mm,-2.842170943040401e-14 mm,43.19999999999999 mm,1.0,0.0 mm,1450.0 mm,250.0 mm,1.0
360.0 hr,24.0 hr,15.0 d,1987-01-16,16 d,121 d,24.4 °C,14.4 °C,19.399999999999977 °C,2.65 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.957975,2.1 g MJ⁻¹,0.00945953040980105 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.04729765204900525 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,5.3 MJ d⁻¹ m⁻²,6.3 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,6.3 mm d⁻¹,0.0 mm d⁻¹,6.3 mm d⁻¹,206.62500000000003 mm,43.19999999999999 mm,0.0 mm,30.8130309799673 mm,0.2820817240396425 mm,0.0 mm,17.06085583538972 mm,43.19999999999999 mm,0.0 mm d⁻¹,0.1,0.2,0.1009058720309957,20.399999999999977 °C,1.162229803435771 mm d⁻¹,1.1,1.2784527837793482 mm d⁻¹,1.2668716375816054 mm d⁻¹,0.011581146197742937 mm d⁻¹,0.9689280969316822,1.2275075248586687 mm d⁻¹,0.011581146197742937 mm d⁻¹,5.060911328943588 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,241.54403146060335 mm,4.95596853939665 mm,43.19999999999999 mm,48.15596853939667 mm,-2.842170943040401e-14 mm,43.19999999999999 mm,1.0,0.0 mm,1450.0 mm,250.0 mm,1.0
384.0 hr,24.0 hr,16.0 d,1987-01-17,17 d,121 d,21.1 °C,14.4 °C,17.75 °C,2.3 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.8919234375,2.1 g MJ⁻¹,0.007644075016557521 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.038220375082787604 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,4.6 MJ d⁻¹ m⁻²,2.8 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,2.8 mm d⁻¹,0.0 mm d⁻¹,2.8 mm d⁻¹,206.62500000000003 mm,49.499999999999986 mm,0.0 mm,32.04053850482597 mm,0.2936628702373854 mm,0.0 mm,17.06085583538972 mm,49.499999999999986 mm,0.010494278954689663 mm d⁻¹,0.1,0.2,0.1009058720309957,18.41999999999996 °C,0.9682969654077285 mm d⁻¹,1.1,1.0651266619485014 mm d⁻¹,1.055477977423232 mm d⁻¹,0.009648684525269501 mm d⁻¹,1.0,1.055477977423232 mm d⁻¹,0.009648684525269501 mm d⁻¹,1.7243790590968089 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,246.60494278954693 mm,-0.10494278954692504 mm,49.499999999999986 mm,49.395057210453075 mm,-1.4210854715202004e-14 mm,49.499999999999986 mm,1.0,0.9540253595172422 mm,1449.0459746404827 mm,250.0 mm,1.0
408.0 hr,24.0 hr,17.0 d,1987-01-18,18 d,121 d,27.8 °C,11.1 °C,19.450000000000045 °C,4.85 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9858984375,2.1 g MJ⁻¹,0.01781736369610502 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.0890868184805251 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,9.7 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,52.29999999999998 mm,0.0 mm,33.0960164822492 mm,0.3033115547626549 mm,0.0 mm,17.07135011434441 mm,52.29999999999998 mm,0.18293218486437013 mm d⁻¹,0.1,0.2,0.1009058720309957,21.120000000000005 °C,2.1581020936427637 mm d⁻¹,1.1,2.37391230300704 mm d⁻¹,2.3524076954137336 mm d⁻¹,0.021504607593306465 mm d⁻¹,1.0,2.3524076954137336 mm d⁻¹,0.021504607593306465 mm d⁻¹,-2.5568444878714103 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,248.32932184864373 mm,-1.8293218486437297 mm,52.29999999999998 mm,50.47067815135627 mm,-1.4210854715202004e-14 mm,52.29999999999998 mm,1.0,16.63019862403365 mm,1433.3698013759663 mm,250.0 mm,1.0
432.0 hr,24.0 hr,18.0 d,1987-01-19,19 d,121 d,26.1 °C,9.4 °C,17.75 °C,1.85 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9584859375000001,2.1 g MJ⁻¹,0.006607345275908212 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.03303672637954106 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,3.7 MJ d⁻¹ m⁻²,5.1 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,5.1 mm d⁻¹,0.0 mm d⁻¹,5.1 mm d⁻¹,206.62500000000003 mm,52.29999999999998 mm,0.0 mm,35.44842417766293 mm,0.3248161623559614 mm,0.0 mm,17.25428229920878 mm,52.29999999999998 mm,0.0 mm d⁻¹,0.1,0.2,0.1009058720309957,19.41999999999996 °C,0.7952720120874341 mm d⁻¹,1.1,0.8747992132961776 mm d⁻¹,0.8668746518955572 mm d⁻¹,0.007924561400620414 mm d⁻¹,0.9954387295346224,0.8629206021486816 mm d⁻¹,0.007924561400620414 mm d⁻¹,4.2291548364506975 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,245.7724773607723 mm,0.7275226392276863 mm,52.29999999999998 mm,53.02752263922767 mm,0.0 mm,52.29999999999998 mm,1.0,0.0 mm,1450.0 mm,250.0 mm,1.0
456.0 hr,24.0 hr,19.0 d,1987-01-20,20 d,121 d,17.8 °C,10.0 °C,13.899999999999977 °C,4.0 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.7424437500000001,2.1 g MJ⁻¹,0.01106606138942528 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.0553303069471264 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,8.0 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,57.399999999999984 mm,0.0 mm,36.31134477981161 mm,0.3327407237565818 mm,0.0 mm,17.25428229920878 mm,57.399999999999984 mm,0.3501632197222989 mm d⁻¹,0.1,0.2,0.1009058720309957,14.680000000000007 °C,1.5511786055786265 mm d⁻¹,1.1,1.7062964661364892 mm d⁻¹,1.6908396036838909 mm d⁻¹,0.015456862452598323 mm d⁻¹,1.0,1.6908396036838909 mm d⁻¹,0.015456862452598323 mm d⁻¹,-2.0564596858587882 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,250.00163219722302 mm,-3.5016321972230173 mm,57.399999999999984 mm,53.898367802776974 mm,-7.105427357601002e-15 mm,57.399999999999984 mm,1.0,31.833019974754446 mm,1418.1669800252455 mm,250.0 mm,1.0
480.0 hr,24.0 hr,20.0 d,1987-01-21,21 d,121 d,17.8 °C,8.9 °C,13.350000000000023 °C,0.9 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.7282984375000001,2.1 g MJ⁻¹,0.0024424260077877146 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.012212130038938573 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,1.8 MJ d⁻¹ m⁻²,15.5 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,15.5 mm d⁻¹,0.0 mm d⁻¹,15.5 mm d⁻¹,206.62500000000003 mm,57.399999999999984 mm,0.0 mm,38.0021843834955 mm,0.3481975862091801 mm,0.0 mm,17.604445518931076 mm,57.399999999999984 mm,0.14451725113642055 mm d⁻¹,0.1,0.2,0.1009058720309957,14.240000000000009 °C,0.34549946551452515 mm d⁻¹,1.1,0.3800494120659777 mm d⁻¹,0.37660665073810845 mm d⁻¹,0.0034427613278692564 mm d⁻¹,1.0,0.37660665073810845 mm d⁻¹,0.0034427613278692564 mm d⁻¹,14.975433336797602 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,247.94517251136423 mm,-1.445172511364234 mm,57.399999999999984 mm,55.95482748863576 mm,-7.105427357601002e-15 mm,57.399999999999984 mm,1.0,13.13793192149278 mm,1436.862068078507 mm,250.0 mm,1.0
504.0 hr,24.0 hr,21.0 d,1987-01-22,22 d,121 d,16.1 °C,8.3 °C,12.200000000000045 °C,2.75 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.6489437500000002,2.1 g MJ⁻¹,0.006649810602960022 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.03324905301480011 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,5.5 MJ d⁻¹ m⁻²,33.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,33.0 mm d⁻¹,0.0 mm d⁻¹,33.0 mm d⁻¹,206.62500000000003 mm,72.89999999999998 mm,0.0 mm,38.378791034233615 mm,0.35164034753704937 mm,0.0 mm,17.748962770067497 mm,72.89999999999998 mm,1.6420605848161784 mm d⁻¹,0.1,0.2,0.1009058720309957,12.980000000000018 °C,1.0249302548135566 mm d⁻¹,1.1,1.1274232802949125 mm d⁻¹,1.1172102681277867 mm d⁻¹,0.01021301216712577 mm d⁻¹,1.0,1.1172102681277867 mm d⁻¹,0.01021301216712577 mm d⁻¹,30.230516134888912 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,262.9206058481618 mm,-16.420605848161813 mm,72.89999999999998 mm,56.479394151838164 mm,0.0 mm,72.89999999999998 mm,1.0,149.278234983289 mm,1300.7217650167108 mm,250.0 mm,1.0
528.0 hr,24.0 hr,22.0 d,1987-01-23,23 d,121 d,10.0 °C,1.1 °C,5.550000000000011 °C,7.7 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.16962343749999986,2.1 g MJ⁻¹,0.004866829294456524 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.02433414647228262 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,15.4 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,105.89999999999998 mm,0.0 mm,39.4960013023614 mm,0.36185335970417515 mm,0.0 mm,19.391023354883675 mm,105.89999999999998 mm,4.665112198305067 mm d⁻¹,0.1,0.2,0.1009058720309957,6.439999999999998 °C,2.4227222259566177 mm d⁻¹,1.1,2.66499444855228 mm d⁻¹,2.640853009215257 mm d⁻¹,0.024141439337022962 mm d⁻¹,1.0,2.640853009215257 mm d⁻¹,0.024141439337022962 mm d⁻¹,-7.330106646857347 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,293.1511219830507 mm,-46.6511219830507 mm,105.89999999999998 mm,59.24887801694925 mm,2.842170943040401e-14 mm,105.89999999999998 mm,1.0,424.10110893682435 mm,1025.8988910631756 mm,250.0 mm,1.0
