obs_yield,precip,rad,maxt,mint,sat,hyd,clay,bulk,water,lat,long,elev
,333.87,22.39,29.54,16.31,0.38,37.71,0.23,1.59,1,37.2,-77.39,38.38
,323,22.11,28.11,15.63,0.4,78.76,0.15,1.45,1,36.69,-76.64,13.19
,329.46,22.1,27.91,16.09,0.36,42.81,0.12,1.6,1,36.69,-76.64,13.19
,329.46,22.1,27.91,16.09,0.4,78.76,0.15,1.45,1,36.69,-76.64,13.19
,302.29,21.99,26.72,17.72,0.41,24.8,0.25,1.5,1,37.24,-76.56,12.11
,355.03,22.19,28.3,15.45,0.38,34.61,0.21,1.59,1,37.24,-76.56,12.11
,355.03,22.19,28.3,15.45,0.41,24.8,0.25,1.5,1,37.24,-76.56,12.11
,318.07,22.03,26.39,17.28,0.37,8.82,0.24,1.65,1,36.68,-76.3,3.91
,329.46,22.1,27.91,16.09,0.38,18.79,0.2,1.59,1,36.68,-76.3,3.91
,329.46,22.1,27.91,16.09,0.38,24.58,0.24,1.58,1,36.68,-76.3,3.91
,355.03,22.19,28.3,15.45,0.41,66.28,0.19,1.43,1,37.27,-76.71,19.14
,355.03,22.19,28.3,15.45,0.41,24.8,0.25,1.5,1,37.27,-76.71,19.14
,355.03,22.19,28.3,15.45,0.4,9.78,0.33,1.55,1,37.27,-76.71,19.14
,327.64,22.22,28.42,15.4,0.41,66.28,0.19,1.43,1,37.33,-76.78,15.99
,355.03,22.19,28.3,15.45,0.41,66.28,0.19,1.43,1,37.33,-76.78,15.99
,355.03,22.19,28.3,15.45,0.4,44.16,0.21,1.49,1,37.33,-76.78,15.99
,274.94,22.02,28.6,14.14,0.44,14.41,0.38,1.46,1,38.19,-77.66,87.23
,304.03,22.51,27.58,14.2,0.42,13.21,0.32,1.47,1,38.19,-77.66,87.23
,304.03,22.51,27.58,14.2,0.44,14.41,0.38,1.46,1,38.19,-77.66,87.23
,274.94,22.02,28.6,14.14,0.41,7.76,0.35,1.54,1,38.3,-77.49,45.49
,274.94,22.02,28.6,14.14,0.44,14.41,0.38,1.46,1,38.3,-77.49,45.49
,274.94,22.02,28.6,14.14,0.36,50.67,0.09,1.55,1,38.3,-77.49,45.49
,247.91,21.51,27.91,14.31,0.41,60.28,0.22,1.45,1,38.75,-77.48,75.96
,247.91,21.51,27.91,14.31,0.41,27.72,0.21,1.36,1,38.75,-77.48,75.96
,247.91,21.51,27.91,14.31,0.4,17.94,0.23,1.44,1,38.75,-77.48,75.96
,318.07,22.03,26.39,17.28,0.41,28.11,0.22,1.37,1,36.75,-76.06,2.7
,318.07,22.03,26.39,17.28,0.42,121.2,0.12,1.34,1,36.75,-76.06,2.7
,318.07,22.03,26.39,17.28,0.4,14.39,0.23,1.44,1,36.75,-76.06,2.7
15.69,247.91,21.51,27.91,14.31,0.38,7.18,0.32,1.62,1,38.7,-77.48,80.4
15.69,247.91,21.51,27.91,14.31,0.38,8.87,0.28,1.59,1,38.7,-77.48,80.4
15.69,247.91,21.51,27.91,14.31,0.38,15.99,0.23,1.46,1,38.7,-77.48,80.4
,247.91,21.51,27.91,14.31,0.4,12.65,0.24,1.51,1,38.77,-77.44,76
,247.91,21.51,27.91,14.31,0.41,21.68,0.25,1.43,1,38.77,-77.44,76
,247.91,21.51,27.91,14.31,0.38,7.24,0.26,1.6,1,38.77,-77.44,76
,247.91,21.51,27.91,14.31,0.4,14.01,0.26,1.5,1,38.83,-77.28,80.16
,247.91,21.51,27.91,14.31,0.38,25.06,0.26,1.58,1,38.83,-77.28,80.16
,247.91,21.51,27.91,14.31,0.38,9.61,0.25,1.55,1,38.83,-77.28,80.16
,355.03,22.19,28.3,15.45,0.38,40.07,0.18,1.55,1,37.11,-76.9,24.13
,355.03,22.19,28.3,15.45,0.41,14.15,0.22,1.43,1,37.11,-76.9,24.13
,355.03,22.19,28.3,15.45,0.39,37.59,0.2,1.54,1,37.11,-76.9,24.13
8.97,323,22.11,28.11,15.63,0.4,51.09,0.21,1.5,1,36.89,-76.73,16.9
8.97,323,22.11,28.11,15.63,0.41,44.65,0.23,1.48,1,36.89,-76.73,16.9
8.97,329.46,22.1,27.91,16.09,0.4,51.09,0.21,1.5,1,36.89,-76.73,16.9
,384.39,19.44,25.94,12.48,0.43,753.36,0.04,1.23,2,43.48,-70.72,92.36
,384.39,19.44,25.94,12.48,0.48,717.67,0.04,1.13,2,43.48,-70.72,92.36
,384.39,19.44,25.94,12.48,0.41,1018.21,0.04,1.34,2,43.48,-70.72,92.36
,344.22,19.27,23.72,11.25,0.47,124.82,0.07,1.08,2,44.97,-70.44,471.2
,344.22,19.27,23.72,11.25,0.43,94.35,0.08,1.13,2,44.97,-70.44,471.2
,344.22,19.27,23.72,11.25,0.43,72.21,0.08,1.2,2,44.97,-70.44,471.2
29.15,338.68,19.92,24.77,13.87,0.43,504.38,0.03,1.29,2,44.17,-70.21,103.48
29.15,338.68,19.92,24.77,13.87,0.4,69.36,0.1,1.33,2,44.17,-70.21,103.48
29.15,338.68,19.92,24.77,13.87,0.39,71.27,0.07,1.24,2,44.17,-70.21,103.48
21.14,374.99,19.61,24.8,12.18,0.39,18.84,0.26,1.44,2,44.5,-69.15,105.64
21.14,374.99,19.61,24.8,12.18,0.48,66.36,0.07,1.06,2,44.5,-69.15,105.64
21.14,374.99,19.61,24.8,12.18,0.48,165.68,0.06,1.01,2,44.5,-69.15,105.64
20.94,364.26,19.94,22.19,9.95,0.43,591.93,0.03,1.35,2,45.04,-67.64,80.61
20.94,364.26,19.94,22.19,9.95,0.36,390.2,0.03,1.54,2,45.04,-67.64,80.61
20.94,364.26,19.94,22.19,9.95,0.4,483.88,0.05,1.43,2,45.04,-67.64,80.61
25.09,327.99,19.57,23.2,12.06,0.5,160.89,0.07,0.93,2,45.84,-69.28,324.8
25.09,344.22,19.27,23.72,11.25,0.5,58.87,0.06,0.98,2,45.84,-69.28,324.8
25.09,344.22,19.27,23.72,11.25,0.5,160.89,0.07,0.93,2,45.84,-69.28,324.8
17.3,344.22,19.27,23.72,11.25,0.36,67.69,0.06,1.39,2,45.51,-69.96,357.62
17.3,344.22,19.27,23.72,11.25,0.4,17.65,0.31,1.55,2,45.51,-69.96,357.62
17.3,344.22,19.27,23.72,11.25,0.38,43.06,0.08,1.24,2,45.51,-69.96,357.62
,321.95,19.65,23.76,12.74,0.41,19.11,0.28,1.51,2,43.97,-69.86,35.37
,272.27,20.14,23.17,12.67,0.41,19.11,0.28,1.51,2,43.97,-69.86,35.37
,272.27,20.14,23.17,12.67,0.42,10.05,0.36,1.58,2,43.97,-69.86,35.37
30.72,375.88,18.53,21.68,9.81,0.43,47.93,0.19,1.27,2,46.66,-68.6,260.17
30.72,386.01,18.53,22.75,10.12,0.43,47.93,0.19,1.27,2,46.66,-68.6,260.17
30.72,386.01,18.53,22.75,10.12,0.4,39.41,0.14,1.33,2,46.66,-68.6,260.17
27.1,327.99,19.57,23.2,12.06,0.37,62.19,0.07,1.34,2,45.4,-68.65,130.96
27.1,327.99,19.57,23.2,12.06,0.35,54.06,0.07,1.44,2,45.4,-68.65,130.96
27.1,327.99,19.57,23.2,12.06,0.38,37.35,0.08,1.19,2,45.4,-68.65,130.96
13.13,321.95,19.65,23.76,12.74,0.4,34.12,0.3,1.46,2,44.41,-69.77,87.01
13.13,321.95,19.65,23.76,12.74,0.34,80.46,0.07,1.6,2,44.41,-69.77,87.01
13.13,344.22,19.27,23.72,11.25,0.4,34.12,0.3,1.46,2,44.41,-69.77,87.01
22.68,341.77,20.05,23.17,12.64,0.44,91.18,0.07,1.23,2,44.07,-69.55,42.7
22.68,341.77,20.05,23.17,12.64,0.46,62.64,0.07,1.13,2,44.07,-69.55,42.7
22.68,341.77,20.05,23.17,12.64,0.38,13.12,0.25,1.54,2,44.07,-69.55,42.7
15.12,381.27,19.78,24.41,12.49,0.46,106.66,0.07,1.03,2,44.67,-68.36,80.92
15.12,381.27,19.78,24.41,12.49,0.45,200.69,0.04,1.05,2,44.67,-68.36,80.92
15.12,327.99,19.57,23.2,12.06,0.37,427.84,0.03,1.46,2,44.67,-68.36,80.92
13.51,407.51,19.81,23.07,12.76,0.56,197.67,0.07,0.72,2,44.15,-69.18,61.33
13.51,407.51,19.81,23.07,12.76,0.46,62.64,0.07,1.13,2,44.15,-69.18,61.33
13.51,407.51,19.81,23.07,12.76,0.48,167.24,0.06,0.98,2,44.15,-69.18,61.33
32.34,380.31,19.21,23.68,10.58,0.44,49.24,0.09,1.16,2,44.5,-70.76,358.44
32.34,380.31,19.21,23.68,10.58,0.44,138.06,0.05,1.13,2,44.5,-70.76,358.44
32.34,380.31,19.21,23.68,10.58,0.43,135.82,0.07,1.2,2,44.5,-70.76,358.44
,288.36,20.55,23.27,12.31,0.36,13.92,0.3,1.55,2,43.85,-70.41,83.2
,288.36,20.55,23.27,12.31,0.39,12.93,0.36,1.53,2,43.85,-70.41,83.2
,288.36,20.55,23.27,12.31,0.44,631.81,0.03,1.27,2,43.85,-70.41,83.2
13.93,396.5,19.28,26.54,11.86,0.37,475.87,0.02,1.52,2,42.99,-72.71,417.75
13.93,352.74,19.04,25.57,11.98,0.35,51.06,0.06,1.41,2,42.99,-72.71,417.75
13.93,352.74,19.04,25.57,11.98,0.36,50.69,0.07,1.39,2,42.99,-72.71,417.75
,403.16,19.41,23.16,10.66,0.38,74.66,0.06,1.41,2,44.01,-72.38,392.25
,370.01,19.42,24.26,8.69,0.41,96.05,0.09,1.27,2,44.01,-72.38,392.25
,370.01,19.42,24.26,8.69,0.33,51.35,0.07,1.62,2,44.01,-72.38,392.25
,482.9,18.53,27.22,11.8,0.4,90.06,0.07,1.37,2,43.04,-73.09,523.37
,482.9,18.53,27.22,11.8,0.37,198.85,0.09,1.54,2,43.04,-73.09,523.37
,482.9,18.53,27.22,11.8,0.37,222.07,0.07,1.52,2,43.04,-73.09,523.37
,,,,,,,,,2,44.61,-72.64,395.82
,,,,,,,,,2,44.61,-72.64,395.82
,,,,,,,,,2,44.61,-72.64,395.82
,341.6,20.34,24.27,12.61,0.32,14.76,0.2,1.66,2,44.8,-73.29,34.27
,341.6,20.34,24.27,12.61,0.4,2.41,0.66,1.7,2,44.8,-73.29,34.27
,444.41,20.06,24.95,11.85,0.4,2.41,0.66,1.7,2,44.8,-73.29,34.27
14.81,341.6,20.34,24.27,12.61,0.41,1,0.69,1.69,2,44.46,-73.08,204.15
14.81,341.6,20.34,24.27,12.61,0.36,55.89,0.06,1.37,2,44.46,-73.08,204.15
14.81,341.6,20.34,24.27,12.61,0.45,3.18,0.72,1.55,2,44.46,-73.08,204.15
,373.21,19.42,25.57,12.76,0.41,1,0.7,1.7,2,44.03,-73.14,256.66
,373.21,19.42,25.57,12.76,0.4,145.8,0.05,1.41,2,44.03,-73.14,256.66
,373.21,19.42,25.57,12.76,0.45,3.18,0.72,1.55,2,44.03,-73.14,256.66
,402.38,19.56,20.88,8,0.39,61.18,0.08,1.29,2,44.83,-72.24,405.67
,402.38,19.55,24.31,9.29,0.39,61.18,0.08,1.29,2,44.83,-72.24,405.67
,402.38,19.55,24.31,9.29,0.39,116.48,0.05,1.36,2,44.83,-72.24,405.67
14.86,444.41,19.42,24.35,11.28,0.46,168.88,0.07,1.12,2,44.86,-72.91,201.48
14.86,444.41,19.42,24.35,11.28,0.36,90.74,0.03,1.46,2,44.86,-72.91,201.48
14.86,444.41,19.42,24.35,11.28,0.33,57.66,0.07,1.65,2,44.86,-72.91,201.48
15.34,392.83,20.06,24.95,11.85,0.37,48.87,0.08,1.41,2,44.46,-72.1,418.39
15.34,392.83,20.06,24.95,11.85,0.36,26.19,0.13,1.51,2,44.46,-72.1,418.39
15.34,392.83,20.06,24.95,11.85,0.41,19.41,0.35,1.52,2,44.46,-72.1,418.39
21.88,335.97,19.47,25.47,11.74,0.36,90.74,0.03,1.46,2,44.27,-72.61,414.89
21.88,335.97,19.47,25.47,11.74,0.46,168.88,0.07,1.12,2,44.27,-72.61,414.89
21.88,335.97,19.47,25.47,11.74,0.33,57.66,0.07,1.65,2,44.27,-72.61,414.89
,352.74,18.95,23.12,10.59,0.3,50.92,0.05,1.72,2,43.58,-72.59,391.63
,370.01,18.95,23.12,10.59,0.39,80.35,0.11,1.46,2,43.58,-72.59,391.63
,321.7,18.95,23.12,10.59,0.39,62.82,0.09,1.33,2,43.58,-72.59,391.63
16.21,373.21,19.04,25.57,11.98,0.4,163.59,0.06,1.38,2,43.58,-73.04,384.09
16.21,415.91,19.42,24.26,8.69,0.4,163.59,0.06,1.38,2,43.58,-73.04,384.09
16.21,415.91,19.62,24.8,9.85,0.4,95.4,0.05,1.36,2,43.58,-73.04,384.09
,456.39,19.42,25.57,12.76,0.41,3.79,0.6,1.7,2,44.73,-71.74,484.85
,372.26,19.01,25.78,12.15,0.37,253.28,0.01,1.51,2,44.73,-71.74,484.85
,372.26,19.01,25.78,12.15,0.39,288.89,0.05,1.39,2,44.73,-71.74,484.85
,352.26,19.93,26.07,15.65,0.31,41.98,0.05,1.59,2,41.71,-71.28,14.23
,352.26,19.93,26.07,15.65,0.44,158,0.05,1.21,2,41.71,-71.28,14.23
,352.26,19.93,26.07,15.65,0.36,70.42,0.08,1.53,2,41.71,-71.28,14.23
,357.17,19.77,24.91,13.47,0.35,197,0.02,0.66,2,41.67,-71.59,90.27
,357.17,19.77,24.91,13.47,0.42,415.4,0.03,1.33,2,41.67,-71.59,90.27
,357.17,19.77,24.91,13.47,0.39,292.45,0.03,1.37,2,41.67,-71.59,90.27
,352.26,19.93,26.07,15.65,0.35,67.42,0.06,1.4,2,41.87,-71.58,113.22
,352.26,19.93,26.07,15.65,0.44,158,0.05,1.21,2,41.87,-71.58,113.22
,352.26,19.93,26.07,15.65,0.36,70.42,0.08,1.53,2,41.87,-71.58,113.22
,344.43,20.17,25.01,13.01,0.35,72.47,0.02,1.34,2,41.47,-71.62,43.66
,344.43,20.17,25.01,13.01,0.35,66.05,0.06,1.31,2,41.47,-71.62,43.66
,344.43,20.17,25.01,13.01,0.33,67.16,0.06,1.55,2,41.47,-71.62,43.66
26.74,287.72,19.99,23.9,15.55,0.34,31.76,0.09,1.56,2,41.56,-71.24,30.48
26.74,287.72,19.99,23.9,15.55,0.31,41.98,0.05,1.59,2,41.56,-71.24,30.48
26.74,287.72,19.99,23.9,15.55,0.33,38.65,0.07,1.53,2,41.56,-71.24,30.48
20.36,370.87,19.51,26.71,13.39,0.43,150,0.07,1.29,2,42.92,-71.72,200.78
20.36,363.9,19.55,25.62,12.57,0.48,365,0.06,1.15,2,42.92,-71.72,200.78
20.36,363.9,19.55,25.62,12.57,0.43,150,0.07,1.29,2,42.92,-71.72,200.78
18.54,334.92,19.8,25.84,12.11,0.48,193,0.06,1.05,2,42.99,-71.13,79.99
18.54,334.92,19.8,25.84,12.11,0.45,131,0.13,1.31,2,42.99,-71.13,79.99
18.54,334.92,19.8,25.84,12.11,0.4,119,0.06,1.33,2,42.99,-71.13,79.99
,352.74,19.04,25.57,11.98,0.37,55,0.07,1.41,2,43.36,-72.22,360.98
,352.74,19.04,25.57,11.98,0.38,63,0.07,1.36,2,43.36,-72.22,360.98
,321.7,19.62,24.8,9.85,0.45,171,0.07,1.2,2,43.36,-72.22,360.98
,329.75,19.57,25.5,11.38,0.36,67.96,0.06,1.49,2,43.52,-71.42,229.49
,329.75,19.57,25.5,11.38,0.36,69.35,0.06,1.46,2,43.52,-71.42,229.49
,393.73,19.29,24.38,9.23,0.41,129.58,0.06,1.38,2,43.52,-71.42,229.49
23.89,456.39,19.56,20.88,8,0.37,67.92,0.06,1.38,2,44.69,-71.31,568.09
23.89,456.39,19.56,20.88,8,0.38,66.47,0.06,1.22,2,44.69,-71.31,568.09
23.89,372.26,19.55,24.31,9.29,0.44,145.59,0.08,1.24,2,44.69,-71.31,568.09
17.99,418.77,19.84,25.02,11.55,0.43,118,0.07,1.29,2,43.87,-71.2,311.61
17.99,418.77,19.84,25.02,11.55,0.43,150,0.07,1.29,2,43.87,-71.2,311.61
17.99,418.77,19.84,25.02,11.55,0.41,94,0.06,1.34,2,43.87,-71.2,311.61
,403.16,19.41,23.16,10.66,0.37,55,0.07,1.41,2,43.94,-71.82,455.5
,393.73,19.29,24.38,9.23,0.38,113,0.03,1.46,2,43.94,-71.82,455.5
,393.73,19.29,24.38,9.23,0.41,100,0.05,1.34,2,43.94,-71.82,455.5
11.09,329.75,19.57,25.5,11.38,0.4,118.81,0.04,1.37,2,43.3,-71.68,222.18
11.09,329.75,19.57,25.5,11.38,0.41,129.58,0.06,1.38,2,43.3,-71.68,222.18
11.09,329.75,19.57,25.5,11.38,0.33,197,0.02,1.73,2,43.3,-71.68,222.18
,337.04,19.86,23.4,13.78,0.39,266.8,0.03,1.45,2,41.4,-70.66,12.7
,337.04,19.86,23.4,13.78,0.44,410.38,0.05,1.32,2,41.4,-70.66,12.7
,337.04,19.86,23.4,13.78,0.39,312.98,0.04,1.47,2,41.4,-70.66,12.7
,313.4,19.76,23.58,15.32,0.38,231.81,0.04,1.51,2,41.28,-70.07,0
,313.4,19.76,23.58,15.32,0.37,83.89,0.06,1.56,2,41.28,-70.07,0
,313.4,19.76,23.58,15.32,0.46,597,0.03,1.29,2,41.28,-70.07,0
,352.44,19.68,24.19,13.74,0.45,570,0.03,1.29,2,41.73,-70.3,17.26
,313.4,19.76,23.58,15.32,0.39,449.76,0.02,1.47,2,41.73,-70.3,17.26
,313.4,19.76,23.58,15.32,0.45,570,0.03,1.29,2,41.73,-70.3,17.26
13.1,352.44,19.68,24.19,13.74,0.46,849,0.02,1.26,2,41.95,-70.81,24.61
13.1,352.44,19.68,24.19,13.74,0.36,676.96,0.01,1.56,2,41.95,-70.81,24.61
13.1,352.44,19.68,24.19,13.74,0.38,469.04,0.01,0.89,2,41.95,-70.81,24.61
12.32,350.17,18.84,24.45,11.15,0.36,56.41,0.06,1.41,2,42.37,-73.21,430.25
12.32,350.17,18.84,24.45,11.15,0.36,54.53,0.06,1.36,2,42.37,-73.21,430.25
12.32,350.17,18.84,24.45,11.15,0.38,57.65,0.08,1.37,2,42.37,-73.21,430.25
,352.44,19.68,24.19,13.74,0.43,417.24,0.02,0.68,2,41.8,-71.12,29.72
,349.53,19.63,26.48,13.38,0.45,570,0.03,1.29,2,41.8,-71.12,29.72
,349.53,19.63,26.48,13.38,0.43,417.24,0.02,0.68,2,41.8,-71.12,29.72
,422.33,19.32,27.2,14.69,0.39,132.46,0.06,1.41,2,42.14,-72.63,196.63
,422.33,19.32,27.2,14.69,0.39,349.81,0.03,1.37,2,42.14,-72.63,196.63
,422.33,19.32,27.2,14.69,0.39,332.74,0.01,1.46,2,42.14,-72.63,196.63
,349.53,19.63,26.48,13.38,0.4,350.13,0.03,1.38,2,42.16,-71.21,57.46
,349.53,19.63,26.48,13.38,0.39,381.6,0.03,1.41,2,42.16,-71.21,57.46
,349.53,19.63,26.48,13.38,0.41,321.6,0.04,1.33,2,42.16,-71.21,57.46
17.17,356.95,19.41,26.24,12.81,0.35,51.72,0.05,1.44,2,42.35,-71.91,216.62
17.17,356.95,19.41,26.24,12.81,0.38,58.75,0.08,1.32,2,42.35,-71.91,216.62
17.17,382.27,19.41,26.24,12.81,0.35,51.72,0.05,1.44,2,42.35,-71.91,216.62
27.86,393.97,19.36,25.04,13.74,0.39,436.71,0.03,1.42,2,42.34,-72.66,226.48
27.86,393.97,19.36,25.04,13.74,0.39,368.88,0.01,1.46,2,42.34,-72.66,226.48
27.86,393.97,19.45,23.87,13.35,0.36,82.26,0.08,1.58,2,42.34,-72.66,226.48
17.36,370.87,19.41,26.24,12.81,0.35,52.32,0.06,1.41,2,42.67,-70.96,26.07
17.36,326.64,19.41,26.24,12.81,0.37,42.76,0.1,1.41,2,42.67,-70.96,26.07
17.36,334.92,19.41,26.24,12.81,0.38,57.49,0.09,1.36,2,42.67,-70.96,26.07
10.11,356.95,19.51,26.71,13.39,0.38,102.2,0.06,1.48,2,42.49,-71.39,69.01
10.11,370.87,19.66,22.97,14.01,0.39,285.22,0.03,1.37,2,42.49,-71.39,69.01
10.11,370.87,19.8,25.84,12.11,0.41,307.42,0.04,1.31,2,42.49,-71.39,69.01
29.06,393.97,19.36,25.04,13.74,0.4,261,0.03,1.36,2,42.58,-72.59,263.63
29.06,393.97,19.51,26.71,13.39,0.41,65,0.12,1.39,2,42.58,-72.59,263.63
29.06,393.97,19.51,26.71,13.39,0.39,316.2,0.01,1.45,2,42.58,-72.59,263.63
26.35,422.33,19.32,27.2,14.69,0.39,291.79,0.04,1.38,2,41.81,-72.73,98.78
26.35,422.33,19.32,27.2,14.69,0.38,202.49,0.09,1.42,2,41.81,-72.73,98.78
26.35,422.33,19.32,27.2,14.69,0.39,292.45,0.03,1.37,2,41.81,-72.73,98.78
14.31,424.01,18.67,26.59,13.21,0.35,35.53,0.1,1.49,2,41.79,-73.25,279.05
14.31,424.01,18.67,26.59,13.21,0.34,64.88,0.08,1.58,2,41.79,-73.25,279.05
14.31,424.01,18.67,26.59,13.21,0.38,42,0.13,1.39,2,41.79,-73.25,279.05
25.09,394.49,18.73,26.2,13.52,0.34,64.88,0.08,1.58,2,41.41,-72.93,95.5
25.09,372.9,19.82,26.04,14.58,0.34,36.72,0.14,1.6,2,41.41,-72.93,95.5
25.09,372.9,19.82,26.04,14.58,0.35,50.82,0.09,1.57,2,41.41,-72.93,95.5
,394.49,18.73,26.2,13.52,0.34,36.72,0.14,1.6,2,41.27,-73.39,115.95
,394.49,18.73,26.2,13.52,0.35,35.53,0.1,1.49,2,41.27,-73.39,115.95
,394.49,18.73,26.2,13.52,0.34,64.88,0.08,1.58,2,41.27,-73.39,115.95
,383.64,19.82,24.76,14.95,0.39,292.45,0.03,1.37,2,41.46,-72.54,85.56
,372.9,19.82,26.04,14.58,0.34,36.72,0.14,1.6,2,41.46,-72.54,85.56
,372.9,19.82,26.04,14.58,0.33,25.64,0.1,1.59,2,41.46,-72.54,85.56
,383.64,19.82,24.76,14.95,0.36,70.42,0.08,1.53,2,41.49,-72.1,75.5
,420.94,19.68,24.46,13.96,0.36,70.42,0.08,1.53,2,41.49,-72.1,75.5
,420.94,19.68,24.46,13.96,0.34,64.88,0.08,1.58,2,41.49,-72.1,75.5
,422.33,19.32,27.2,14.69,0.36,113.51,0.06,1.49,2,41.86,-72.34,179.16
,422.33,19.32,27.2,14.69,0.38,202.49,0.09,1.42,2,41.86,-72.34,179.16
,422.33,19.32,27.2,14.69,0.33,67.16,0.06,1.55,2,41.86,-72.34,179.16
,421.72,19.5,26.27,12.75,0.39,292.45,0.03,1.37,2,41.83,-71.99,145.91
,421.72,19.5,26.27,12.75,0.42,415.4,0.03,1.33,2,41.83,-71.99,145.91
,376.16,19.62,24.77,13.31,0.36,70.42,0.08,1.53,2,41.83,-71.99,145.91
,306.5,19.81,25.09,10.19,0.45,2.52,0.55,1.56,2,44.12,-73.77,476.22
,306.5,19.81,25.09,10.19,0.45,2.52,0.51,1.6,2,44.12,-73.77,476.22
,337.97,18.82,26.92,13.12,0.45,2.52,0.55,1.56,2,44.12,-73.77,476.22
,432.63,18.44,26.93,15.89,0.31,16,0.12,1.69,2,41.16,-73.76,102.65
,435.27,18.15,27.54,15.05,0.35,57.19,0.06,1.52,2,41.16,-73.76,102.65
,435.27,18.15,27.54,15.05,0.35,62.15,0.11,1.61,2,41.16,-73.76,102.65
,348.02,19.97,24.49,12.96,0.37,11.24,0.22,1.59,2,42.78,-76.82,190.94
,348.02,19.97,24.49,12.96,0.35,11.56,0.22,1.7,2,42.78,-76.82,190.94
,282.65,20.16,26.03,12.96,0.37,10.55,0.29,1.68,2,42.78,-76.82,190.94
21.65,310.87,20.33,27.34,13.64,0.37,20.55,0.24,1.61,2,42.63,-77.11,322.34
21.65,310.87,20.33,27.34,13.64,0.35,41.52,0.2,1.71,2,42.63,-77.11,322.34
21.65,310.87,20.33,27.34,13.64,0.34,12.69,0.21,1.71,2,42.63,-77.11,322.34
,350.05,19.94,24.62,11.95,0.35,8.51,0.22,1.71,2,42.39,-76.88,403.34
,350.05,19.94,24.62,11.95,0.33,10.73,0.28,1.71,2,42.39,-76.88,403.34
,350.05,19.94,24.62,11.95,0.33,24.91,0.12,1.62,2,42.39,-76.88,403.34
24.61,387.63,18.46,26.46,14.36,0.39,36,0.1,0,2,41.4,-74.31,190.93
24.61,387.63,18.46,26.46,14.36,0.33,25.71,0.12,1.62,2,41.4,-74.31,190.93
24.61,387.63,18.46,26.46,14.36,0.32,23.76,0.12,1.66,2,41.4,-74.31,190.93
,432.63,18.44,26.93,15.89,0.34,14.4,0.17,1.63,2,41.15,-74.02,124.39
,435.27,18.15,27.54,15.05,0.34,14.4,0.17,1.63,2,41.15,-74.02,124.39
,435.27,18.15,27.54,15.05,0.35,33.38,0.11,1.54,2,41.15,-74.02,124.39
,373.27,18.22,26.26,11.71,0.36,35.08,0.12,1.45,2,43.11,-73.86,221.03
,373.27,18.22,26.26,11.71,0.44,13.84,0.41,1.42,2,43.11,-73.86,221.03
,373.27,18.22,26.26,11.71,0.36,81.36,0.05,1.54,2,43.11,-73.86,221.03
19.19,359.61,18.94,24.64,10.49,0.38,44.98,0.12,1.35,2,42.49,-75.61,442.22
19.19,359.61,18.94,24.64,10.49,0.37,35.81,0.14,1.45,2,42.49,-75.61,442.22
19.19,359.61,18.94,24.64,10.49,0.31,21.4,0.12,1.71,2,42.49,-75.61,442.22
,367.53,20.73,23.46,9.19,0.37,104.67,0.11,1.49,2,42.25,-78.68,521.93
,419.62,20.68,23.93,9.85,0.33,21.36,0.12,1.67,2,42.25,-78.68,521.93
,419.62,20.68,23.93,9.85,0.33,12.29,0.22,1.72,2,42.25,-78.68,521.93
12.69,317.78,21.06,24.97,14.02,0.37,117.06,0.11,1.5,2,42.23,-79.37,425.65
12.69,380.48,20.86,23.71,14.36,0.37,37.47,0.12,1.41,2,42.23,-79.37,425.65
12.69,380.48,20.86,23.71,14.36,0.37,35.45,0.12,1.4,2,42.23,-79.37,425.65
35.84,372.08,18.47,25.03,11.57,0.35,9.29,0.28,1.68,2,42.6,-73.97,238.18
35.84,372.08,18.47,25.03,11.57,0.38,26.81,0.18,1.47,2,42.6,-73.97,238.18
35.84,372.08,18.47,25.03,11.57,0.44,11.02,0.45,1.44,2,42.6,-73.97,238.18
,320.35,17.83,25.7,12.84,0.35,11.56,0.27,1.65,2,42.82,-74.06,215.7
,320.35,17.83,25.7,12.84,0.39,47.21,0.12,1.35,2,42.82,-74.06,215.7
,383.35,18.53,24.8,12.14,0.35,11.56,0.27,1.65,2,42.82,-74.06,215.7
13.05,420.75,18.56,23.63,10.97,0.39,55.08,0.11,1.37,2,41.72,-74.77,431.87
13.05,420.75,18.56,23.63,10.97,0.37,33.18,0.16,1.36,2,41.72,-74.77,431.87
13.05,420.75,18.56,23.63,10.97,0.34,22.66,0.12,1.6,2,41.72,-74.77,431.87
19.94,371.38,18.85,25.42,11.86,0.36,30.82,0.12,1.45,2,41.77,-73.74,163.99
19.94,371.38,18.85,25.42,11.86,0.36,37,0.12,1.5,2,41.77,-73.74,163.99
19.94,371.38,18.85,25.42,11.86,0.34,24.42,0.12,1.59,2,41.77,-73.74,163.99
,378.3,18.75,26.28,13.2,0.35,27.99,0.12,1.47,2,41.43,-73.75,196.18
,378.3,18.75,26.28,13.2,0.35,31.01,0.12,1.57,2,41.43,-73.75,196.18
,435.27,18.15,27.54,15.05,0.31,16,0.12,1.69,2,41.43,-73.75,196.18
,336.19,19.2,24.15,13.23,0.43,18.27,0.26,1.42,2,44.04,-75.91,165.75
,336.19,19.2,24.15,13.23,0.4,25.59,0.17,1.39,2,44.04,-75.91,165.75
,336.19,19.2,24.15,13.23,0.37,39.51,0.12,1.41,2,44.04,-75.91,165.75
